dp,dgnp,i,dm,
0.151515180501072,2.38821259078339,3.08333333333333,1.06800587962255,
0.371985317052959,-0.15005222022122,3.57666666666667,-0.1417434680973,
0.387945247850308,0.426731595329777,3.99,-0.783200870673273,
0.415225510076755,2.16721771112383,3.93333333333333,-0.0715051871726047,
0.258643130649761,-0.363277541735485,3.69666666666667,-0.143163947143776,
0.360980194304572,0.270989916046815,2.93666666666667,1.13961347308695,
0.308377835609575,-1.17211359198652,2.29666666666667,-0.354736093879815,
0.216437972514516,0.712592088996722,2.00333333333333,0.849262004565343,
0.244353012618292,1.79099802747391,1.73333333333333,0.70225007698248,
0.272062742205126,1.65756536836152,1.68333333333333,0.627836035112495,
0.322116070669987,2.00982583798215,2.4,0.968865710374889,
0.523340436458986,1.76809805096436,2.45666666666667,0.5494519317641,
0.162633577612681,1.1272808990384,2.60666666666667,0.410116774421443,
0.207114742793912,0.948734825511366,2.84666666666667,-0.204848142647229,
0.201106151237962,0.488415658253949,2.92333333333333,1.02007004880234,
0.434347492078713,1.06159946951312,2.96666666666667,0.942767925555899,
0.166555668083479,1.25751952969289,2.96333333333333,0.80107237460787,
0.127505075898959,1.93080028533164,3.33,1.05821093305369,
0.805610492886766,0.731102674947159,3.45333333333333,0.851626503149205,
0.318244438692794,2.18877280180561,3.46333333333333,0.779731046003196,
0.246217945086435,1.14075291243623,3.49,0.709451540649031,
0.403578209204758,1.36247667738409,3.45666666666667,1.97270157880727,
0.456150668755662,0.297059853828152,3.57666666666667,1.00314320831441,
0.502608672828986,2.51432337382731,3.97333333333333,0.745808304720352,
0.451807997478904,1.37280984519084,4.07666666666667,0.432499901860162,
0.390991633853455,1.9403519193494,4.07333333333333,1.59024757940589,
0.681905577723674,2.24783588388053,4.16666666666667,1.80401765577347,
0.64564153154234,2.44681735393968,4.55666666666667,1.59625026904653,
0.819547534303311,0.40792803475842,4.91333333333333,0.643089033029032,
0.963273179573099,0.689447657475739,5.41,0.232828975959087,
0.846238280160527,0.877188402066409,5.56333333333333,0,
0.415331964814269,0.901706887902698,4.82333333333333,1.61479864079821,
0.505296468764271,0.0688499786223318,3.99,1.2507269352394,
0.952581179612189,0.918045224598707,3.89333333333333,2.0688465024354,
1.09334556220078,0.776698536775733,4.17333333333333,1.42859572474769,
1.10618950844348,2.01196957292353,4.78666666666667,1.19307272018299,
1.05016177606871,1.67706406647419,5.98,2.08062987044881,
0.981257266207791,0.732112089972503,5.94333333333333,1.72733946683428,
1.40641193072391,0.434989272821618,5.91666666666667,2.40975515790609,
1.02900592624486,1.53524412416388,6.56666666666667,1.30852395486549,
1.27037920839825,0.293692172606619,8.32666666666667,0.647896609770982,
1.39694209318737,0.591101566478436,8.98333333333333,0.396629176382923,
1.27797266463991,-0.435098583432669,8.94,0.886705317083436,
1.39610463940434,-0.156002983045767,8.57333333333333,0.878911907850188,
1.3857034661426,0.198124208553807,7.88,0.91943546328217,
0.821422992958665,0.865860729929047,6.70333333333333,2.00292818755727,
1.30817398268834,-1.0829748844186,5.56666666666667,1.22009960293408,
1.52118626922166,2.73504955753001,3.85666666666667,2.03146413511792,
1.30969341432547,0.601844191258394,4.56333333333333,2.12533435057978,
1.01477078178394,0.701657359598151,5.47333333333333,1.33335308694651,
0.827545272194596,0.323742745631073,4.75,0.791560861266127,
1.54560054358801,1.78392037436517,3.54,2.59417919780001,
0.61483892417189,2.26223363414952,4.3,0.97686060305362,
0.931210068603239,0.967254362832648,4.74,2.75131985477257,
1.26641760836717,1.63128915190054,5.14333333333333,2.43716368212858,
1.16093393138774,2.52166743900339,6.53666666666667,0.998211522797199,
1.51315748689091,1.17091134110137,7.81666666666667,1.96701857358246,
1.89090455791034,-0.39975593316175,10.56,0.466382501020401,
1.97412885522081,0.926665833500984,9.99666666666667,1.92018188485372,
1.8742769907985,-0.652688055222406,9.32333333333333,1.4350699452133,
2.34410933891462,0.196800238451367,11.25,0.672648276095078,
2.85663870470287,-1.06330440060525,12.09,0.92679069307815,
2.89777002110281,-0.538696994999555,9.34666666666667,1.17389462485127,
2.24877201042757,-1.3483266634541,6.30333333333333,0.79913247653014,
1.48338406587034,0.767646955647372,5.42,2.14754137255717,
1.77238828247286,1.68629348660012,6.16,1.16178036176402,
1.65749650942129,1.4800288318737,5.41333333333333,0.488827789029145,
1.04064368255852,2.18593784438266,4.82666666666667,1.9317606570822,
1.01162691001182,0.780005008707718,5.19666666666667,1.1886708135858,
1.28795513432767,0.513161776810733,5.28333333333333,1.14133498093656,
1.75796561414319,0.763110937127642,4.87333333333333,2.17902315805194,
1.59374108418917,1.278954456272,4.66,2.48359806243243,
1.39947346931435,1.90082852182254,5.15666666666667,1.54894830681522,
1.2271143079845,1.72728474907391,5.82,1.77215892280849,
2.14380106128376,-0.102042504616406,6.51333333333333,1.95306787834211,
1.47705846096287,0.482957817590268,6.75666666666667,1.82667154247955,
1.82153411384762,3.61136051540321,7.28333333333333,2.89536236233428,
1.65957911811905,1.04093900277604,8.1,1.51626420864011,
2.07853337112347,1.45044859776089,9.58333333333333,1.43765689672586,
1.77472408601762,0.221763727808089,10.0733333333333,1.44487092653653,
2.38372646445395,0.244294165483261,10.18,2.96257568128926,
2.11216654068473,0.930210848336444,10.9466666666667,1.56772175872311,
1.97559272500905,0.244478479361376,13.5766666666667,0.656946259679447,
