dp,dgnp,i,dm,
2.05876793117499,0.343687174493468,15.0466666666667,1.71388251255227,
2.17038441809136,-2.12791861755228,12.6866666666667,0.180064357333798,
2.27397995462875,-0.224123500801632,9.83666666666667,3.95567379827479,
2.72656072614059,1.58888231638254,15.8533333333333,0.909879632680166,
2.46995014182025,2.09340988117219,16.57,2.53790056220797,
1.85641618533796,-0.784599598871161,17.78,1.46887265456552,
1.78784236418799,1.1894584514712,17.5766666666667,0.422436676083215,
1.85880463226078,-1.03474685254241,13.5866666666667,2.24624472628907,
1.38661450667006,-1.73040628050867,14.2266666666667,1.36458792465799,
1.19575834266596,0.674223129182394,14.5133333333333,1.07841979768146,
1.42862345518338,-0.547554868585109,11.0066666666667,2.07880108543161,
1.10589430017973,0.0579391959611542,9.28666666666667,3.84291141662869,
0.806815763103774,1.27677743307189,8.65333333333333,3.27354690888759,
0.680242685620458,2.29703643079269,8.80333333333333,2.69471362469798,
1.04243504083792,1.93866902680107,9.46,1.73096375350914,
0.73510001153414,2.05877867214674,9.43,1.66315958929415,
1.05885177302785,1.86895161051002,9.68666666666667,1.89975318263116,
0.837996269502739,1.72975204721464,10.5566666666667,1.6424408032802,
0.805896206301604,0.960502283377274,11.39,0.535402368228421,
0.665762356005217,0.68487428039905,9.26666666666667,1.55296808783474,
1.13865338209864,0.80000960906581,8.47666666666667,2.68304414772693,
0.627611606101741,0.938725390345851,7.92333333333333,2.7332191446658,
0.576662556326912,1.41450996638408,7.9,3.54288066036421,
0.578553496692891,0.807499599727457,8.10333333333333,2.69822599069318,
0.483894211181735,0.841937310806884,7.82666666666667,2.1863154407546,
0.404325972569985,0.303714996807436,6.92,4.18885131954951,
0.412958203017499,1.04444886892612,6.20666666666667,3.9767851459044,
0.559308463026298,0.375055502261823,6.26666666666667,5.28414116995028,
0.735284973023909,0.732200551427376,6.22,1.24787358059457,
0.672927407281865,1.18513294095042,6.65,1.27286755784466,
0.72504034684906,0.885830148998146,6.84333333333333,0.590288808177952,
0.827183935925468,1.66440356505166,6.91666666666667,0.347176206637911,
0.782731373635315,0.659752262878932,6.66333333333333,1.53442163967163,
0.961765311304497,1.25945950472737,7.15666666666667,2.14279999208387,
1.17250897731624,0.517197946270187,7.98333333333333,0.691424009347674,
0.801677906981979,1.35083685317436,8.47,0.382068727637819,
1.09467051095162,0.987542986502454,9.44333333333333,-0.471428534439422,
1.03300236180734,0.759887277912163,9.72666666666667,-1.22070259776823,
0.724534047407843,0.781227437151344,9.08333333333333,0.964947982656561,
0.696297968412285,0.316411418319973,8.61333333333333,1.5121960438667,
1.10226757991816,1.05124040377405,8.25,1.07878617712549,
1.03015834585776,0.409666012829035,8.24333333333333,0.906669565665386,
0.896115624200711,-0.0609550004742943,8.16,1.39965452516968,
0.76408166815547,-0.480070265352239,7.74333333333333,0.54714708813508,
0.997096410523479,-0.659397087249403,6.42666666666667,1.68333901510564,
0.683960287179719,0.583620090855597,5.86333333333333,2.12347249796325,
0.732710093941158,0.417174833668454,5.64333333333333,1.50605256257208,
0.539573536228044,0.559059581540922,4.81666666666667,3.09075374630767,
0.428143530588621,1.16013001116624,4.02333333333333,4.33071981562891,
0.633828510478907,1.07883873025507,3.77,1.86150272081234,
0.471688965488681,0.91982338153791,3.25666666666667,3.47046103246598,
0.673213533668804,1.00678776827419,3.03666666666667,3.66676280896492,
0.568270827328821,0.295002619427542,3.04,1.30860201123086,
0.606686523968047,0.491846570977472,3,3.47326135413564,
0.597512151139767,0.563641475015686,3.06,2.67074103587621,
0.518538528891455,1.09717666173736,2.99,2.27424968890331,
0.483102644126365,1.06789098557289,3.21333333333333,0.925239010069667,
0.497083219145633,1.28799432122744,3.94,0.446331638428532,
0.540574812031824,0.560580766842911,4.48666666666667,0.583345870850138,
0.551106637076959,1.10884359418684,5.16666666666667,-0.104230010304818,
0.576146514280662,0.459484087769368,5.81,-0.348220078515382,
0.442578873456689,0.37965679308396,6.02,-0.218254920983085,
0.476377782679283,0.666083814829044,5.79666666666667,-0.192459161847225,
0.49256304482368,0.85283381472383,5.72,-1.27783188391222,
0.539948893554776,0.735016903459496,5.36333333333333,-0.4355368868735,
0.38054433620438,1.6189120705171,5.24333333333333,-0.661366250183892,
0.281532451375632,0.876727242507691,5.30666666666667,-1.7184107394244,
0.50632362212939,1.11259524737441,5.28,-1.36856326605246,
0.618381660841205,0.655024176071883,5.27666666666667,-0.817164914931912,
0.269905696916517,1.58091595127576,5.52333333333333,-0.598524184574245,
0.356186874800901,1.17218979857245,5.53333333333333,0.0750117240985837,
0.333254903442892,0.692854774023743,5.50666666666667,0.504862702868447,
0.1630303622977,1.08281594952562,5.52,0.428066910873515,
0.211034911782093,0.928990719961398,5.5,-0.0557310064582595,
0.375201667171243,1.15290063248921,5.53333333333333,0.333921096846179,
0.313277923814148,1.65218023118658,4.86,1.38859190118872,
0.400272417211145,1.02207194423833,4.73333333333333,0.146012071934631,
0.332340798132957,0.889363274174215,4.74666666666667,0.291386110376646,
0.366174885665416,1.23098090407527,5.09333333333333,-0.300505621577152,
0.456772402150207,1.81084167286247,5.30666666666667,2.31677554589291,
0.753394751728287,0.24613360930843,5.67666666666667,-1.33664246128093,
0.565327366827173,1.89458425453513,6.27333333333333,-0.325644792522439,
0.647417486614277,0.0822173430030659,6.52,-0.390359535227791,
0.539156871869206,0.76359684897902,6.47333333333333,-1.06072684376999,
0.642211794523018,-0.418075265138285,5.59333333333333,1.88504420675057,
0.69190320815391,0.610023678214056,4.32666666666667,1.74384030016386,
0.330468384335081,-0.518715285667248,3.49666666666667,6.60334138667507,
0.300884446034555,0.832871309037309,2.13333333333333,-1.9017873055688,
0.314187905546248,0.567195311812974,1.73333333333333,0.859024989342938,
0.3816234834086,0.370167152589929,1.75,0.259620764728652,
0.44711216972102,0.605721510125434,1.74,-0.00836435114033307,
0.546753339192474,0.197260674397981,1.44333333333333,1.96303980340025,
0.6169122833799,0.383428129352481,1.25,1.56253179030807,
0.301250416106313,1.05768024979174,1.24666666666667,3.5770497475732,
0.559533990571559,1.66400673439036,1.01666666666667,0.976903411813446,
0.493476792419489,1.34162805961626,0.996666666666667,0.699653028983604,
0.858335230892937,0.736592367804789,1.00333333333333,1.71671515658938,
0.827394486264676,0.543836723064572,1.01,1.24987594238597,
0.640693375115564,0.949138169524488,1.43333333333333,1.24913853049318,
0.721043115452424,0.624226662018934,1.95,1.03037193507785,
0.900931891823475,1.33891850839447,2.47,-0.364166462178872,
0.693091625883646,0.449120410229931,2.94333333333333,0.748740458632291,
0.952802509427997,0.877660295077654,3.46,-0.268320259608323,
0.779607030352469,0.324293145604315,3.98,-0.167157275740148,
0.763983257544076,1.21228608457855,4.45666666666667,0.652507208903153,
0.803669122017503,0.268245813801471,4.90666666666667,-0.703436672698121,
0.689156459396401,-0.0115886308842406,5.24666666666667,-0.833094558195402,
0.350130870413246,0.847192310440548,5.24666666666667,0.410106762998907,
1.11245807470839,0.0675744188972871,5.25666666666667,-0.0365483721768811,
0.556253595052691,0.913168522595065,5.25,-0.204918104493501,
0.345196364807876,1.05338426759332,5.07333333333333,0.606217391717578,
0.447185375160508,0.667415114720349,4.49666666666667,0.24000884280273,
