YEAR,MONTH,IPM,EMPM,HOURSM,CPI,WAGE,FFR,STOCK,VOLATBL
2001,6,100.2221,16516,40.3,177.7,14.74,3.97,1255.82,23.30048
2001,7,99.8578,16378,40.6,177.4,14.8,3.77,1224.42,24.85905
2001,8,99.1541,16225,40.3,177.4,14.85,3.65,1211.23,24.26044
2001,9,98.7987,16113,40.2,178.1,14.9,3.07,1133.58,42.64579
2001,10,98.1092,15971,40.1,177.6,14.88,2.49,1040.94,34.44696
2001,11,97.8094,15825,40.1,177.5,14.96,2.09,1059.78,28.25429
2001,12,98.0011,15710,40.3,177.4,15.02,1.82,1139.45,24.5395
2002,1,98.3714,15598,40.2,177.7,15.06,1.73,1148.08,23.61524
2002,2,98.4417,15518,40.3,178,15.12,1.74,1130.2,24.66842
2002,3,99.1379,15446,40.5,178.5,15.15,1.73,1106.73,21.014
2002,4,99.2099,15394,40.5,179.3,15.17,1.75,1147.39,21.81454
2002,5,99.8771,15338,40.6,179.5,15.23,1.75,1076.92,22.63
2002,6,100.9983,15297,40.7,179.6,15.26,1.75,1067.14,28.599
2002,7,100.5697,15250,40.4,180,15.27,1.73,989.82,38.49727
2002,8,100.9004,15164,40.5,180.5,15.34,1.74,911.62,37.25273
2002,9,100.9249,15115,40.5,180.8,15.38,1.75,916.07,41.656
2002,10,100.4206,15059,40.3,181.2,15.45,1.75,815.28,41.39739
2002,11,100.8283,14992,40.4,181.5,15.48,1.34,885.76,32.005
2002,12,100.3198,14910,40.5,181.8,15.54,1.24,936.31,31.83095
2003,1,100.8239,14867,40.3,182.6,15.59,1.24,879.82,30.66857
2003,2,100.9976,14780,40.2,183.6,15.62,1.26,855.7,36.54053
2003,3,101.2764,14722,40.4,183.9,15.64,1.25,841.15,35.19476
2003,4,100.2917,14608,40,183.2,15.63,1.26,848.18,27.14238
2003,5,100.3995,14556,40.2,182.9,15.67,1.26,916.92,22.54857
2003,6,100.9792,14493,40.3,183.1,15.72,1.22,963.59,22.34905
2003,7,101.1629,14401,40,183.7,15.74,1.01,974.5,21.20682
2003,8,100.8673,14378,40.2,184.5,15.78,1.03,990.31,20.82905
2003,9,101.5941,14347,40.5,185.1,15.82,1.01,1008.01,20.68238
2003,10,101.6509,14334,40.6,184.9,15.83,1.01,995.97,19.18435
2003,11,102.6515,14315,40.9,185,15.9,1,1050.71,17.83895
2003,12,102.4066,14300,40.7,185.5,15.92,0.98,1058.2,16.37545
2004,1,102.4028,14293,40.9,186.2,15.94,1,1111.92,15.834
2004,2,103.0446,14277,41,186.7,15.97,1.01,1131.13,15.92474
2004,3,102.8921,14286,40.9,187.1,16.02,1,1144.94,17.73304
2004,4,103.4034,14313,40.8,187.4,16.07,1,1126.21,15.7881
2004,5,104.1066,14338,41.1,188.2,16.07,1,1107.3,18.076
2004,6,103.3323,14331,40.7,188.9,16.11,1.03,1120.68,15.04524
2004,7,104.2102,14342,40.9,189.1,16.19,1.26,1140.84,15.66857
2004,8,104.8965,14344,40.8,189.4,16.21,1.43,1101.72,16.59273
2004,9,104.688,14332,40.8,189.8,16.31,1.61,1104.24,13.88048
2004,10,105.7448,14332,40.6,190.8,16.26,1.76,1114.58,15.18476
2004,11,105.8447,14309,40.5,191.6,16.31,1.93,1130.2,14.05
2004,12,106.3611,14287,40.6,191.7,16.35,2.16,1173.78,13.01409
2005,1,107.0892,14262,40.7,191.7,16.38,2.28,1211.92,13.512
2005,2,107.8148,14271,40.6,192.3,16.44,2.5,1181.27,11.56263
2005,3,107.5293,14266,40.4,192.9,16.44,2.63,1203.6,12.88046
2005,4,107.5732,14248,40.5,193.8,16.47,2.79,1180.59,14.05714
2005,5,108.1777,14248,40.4,193.5,16.54,3,1156.85,13.17905
2005,6,108.41,14221,40.4,193.6,16.53,3.04,1191.5,11.24182
2005,7,108.4413,14214,40.4,194.9,16.56,3.26,1191.33,10.489
2005,8,108.8059,14203,40.5,196.2,16.64,3.5,1234.18,11.98522
2005,9,107.7151,14180,40.7,198.8,16.6,3.62,1220.33,11.95905
2005,10,109.3671,14199,41,199.2,16.69,3.78,1228.81,14.58238
2005,11,110.2126,14200,40.9,198.3,16.68,4,1207.01,11.60619
2005,12,110.1495,14205,40.8,198.2,16.69,4.16,1249.48,10.92381
2006,1,110.9369,14214,41,199.4,16.7,4.29,1248.29,11.7115
2006,2,110.4804,14209,41.1,199.3,16.7,4.49,1280.08,11.86737
2006,3,110.4999,14208,41.1,199.6,16.73,4.59,1280.66,11.19087
2006,4,111.0786,14216,41.2,200.6,16.75,4.79,1302.88,11.16368
2006,5,110.7949,14190,41.1,201.3,16.76,4.94,1310.61,13.48818
2006,6,111.2172,14200,41.2,201.9,16.78,4.99,1270.05,15.89136
2006,7,111.3144,14177,41.4,202.9,16.78,5.24,1270.06,14.522
2006,8,111.6624,14160,41.2,203.8,16.83,5.25,1278.53,12.56044
2006,9,111.4521,14138,41.1,202.9,16.84,5.25,1303.8,11.397
2006,10,110.8858,14090,41.2,201.9,16.9,5.25,1335.82,10.79727
2006,11,110.7557,14055,41,202.1,16.9,5.25,1377.76,10.48429
2006,12,111.8233,14033,41.1,203.3,16.99,5.24,1400.63,10.499
2007,1,111.1324,14015,40.9,203.552,17.02,5.25,1418.03,10.627
2007,2,111.2524,13988,40.9,204.158,17.06,5.26,1437.9,10.92053
2007,3,112.0039,13953,41.2,205.098,17.11,5.26,1406.8,14.92136
2007,4,112.4392,13922,41.1,205.751,17.2,5.25,1420.83,12.246
2007,5,112.6156,13910,41.1,206.7,17.23,5.25,1482.37,12.965
2007,6,113.206,13890,41.4,207.246,17.28,5.25,1530.62,14.8819
2007,7,114.0596,13884,41.4,207.708,17.3,5.26,1504.66,17.24762
2007,8,113.5755,13844,41.3,207.749,17.33,5.02,1455.18,25.12
2007,9,113.9732,13822,41.4,208.509,17.34,4.94,1473.96,22.18211
2007,10,113.4996,13797,41.2,209.055,17.34,4.76,1527.29,18.85957
2007,11,113.7682,13794,41.3,210.93,17.4,4.49,1545.79,26.65714
2007,12,113.8175,13772,41.1,211.68,17.41,4.24,1479.63,23.0965
2008,1,113.8368,13737,41.1,212.516,17.49,3.94,1467.97,28.11619
2008,2,113.0894,13690,41.1,212.571,17.55,2.98,1378.6,27.1565
2008,3,113.3694,13644,41.2,213.301,17.61,2.61,1330.45,29.009
2008,4,112.3445,13592,41,213.743,17.62,2.28,1326.41,22.52682
2008,5,112.2829,13571,41,215.132,17.65,1.98,1385.97,18.7919
2008,6,112.4998,13536,41,217.403,17.72,2,1399.62,23.19143
2008,7,,13501,41,,17.78,2.01,1276.69,25.63227
2008,8,,,,,,,,
2008,9,,,,,,,,
2008,10,,,,,,,,
2008,11,,,,,,,,
2008,12,,,,,,,,
